,datetime,Sample_ID,Code,Gage_Ht,Temp,pH,Cond,Cl,NO3-N,SO4-S,Na,K,Mg,Ca,NH4-N,PO4-P,DOC,DIC,TDN,TDP,SiO2,DON,TSS,Turbidity,source,discharge(cfs),discharge(m/yr),rank,stage,discharge(cms),notes,datetime.1,gageheight,site,code,datetime_last,d18O,d18O_stdev,d2H,d2H_stdev,dexcess,dexcess_stdev,DO%,Temperature,SO4,Bromide,rank_sp,rainfall(mm),rainfall(in),pc1,pc2,binnum,F1_med,F2_med,Na_backcalc_5,Na_backcalc_95,Na_backcalc_med,Na_backcalc_mean,Ca_backcalc_5,Ca_backcalc_95,Ca_backcalc_med,Ca_backcalc_mean,Mg_backcalc_5,Mg_backcalc_95,Mg_backcalc_med,Mg_backcalc_mean,Cl_backcalc_5,Cl_backcalc_95,Cl_backcalc_med,Cl_backcalc_mean,F1_std,F2_std,F1_5,F2_5,F1_95,F2_95,F1_25,F2_25,F1_75,F2_75
3968,2017-06-06 09:45:00,QG,35104.0,,21.0,6.97,47.5,7.11,23.0,0.31,5.24,0.45,0.76,2.42,,,,2.25630566184046,,,23.15,,3.3,,EDI,0.239168,1.6429003209877129,33.9859481715869,,,,,,QG,,,,,,,,,,,,,,,,0.2626911161484324,0.7412387628257098,1.0,0.24362848102421766,0.7563715189757824,4.42155134105269,5.63151883860897,4.8830394117241145,4.928358808672831,0.9857098805185008,3.4463636036244987,2.4763098381174804,2.3670100621872363,0.5925433848021984,1.0892145447659725,0.9495082182882144,0.8711050430246967,4.6409787904148505,9.678441821935298,6.3857442291742945,7.021370115322322,6.571285226852137,6.571285226852137,-0.2589903112878688,0.06710829326072508,0.932891706739273,1.2589903112878686,0.17301581017228906,0.6590401009978627,0.3409598990021373,0.8269841898277108
3969,2017-06-13 09:45:00,QG,35122.0,,20.9,7.06,47.7,6.86,17.0,0.36,5.08,0.44,1.08,2.8,,,0.64,1.75527999385991,,,19.14,0.04,3.8,,EDI,0.2555579999999999,1.7554870226408958,39.86677988345778,,,,,,QG,,,,,,,,,,,,,,,,-0.3935134074741312,-0.07439287667604859,1.0,0.12018115558555072,0.8798188444144492,4.85811189190453,5.844745967415315,5.271783816785084,5.282594025472268,1.9921574741134283,3.696380385571445,2.786814650427544,2.6998598521543187,0.7093600750151103,1.1910072329309334,1.051418642790376,1.0122193223532296,5.229402056570475,8.459162879941049,6.6508506219572485,7.150249545181221,6.200970912898925,6.200970912898925,-0.30365785761894387,0.49056979455669086,0.5094302054433074,1.3036578576189437,0.05506100871913137,0.7932872951132443,0.20671270488675575,0.9449389912808688
3970,2017-06-20 10:50:00,QG,35140.0,,21.0,6.97,45.8,6.49,17.0,0.39,4.85,0.47,0.98,2.73,,,0.93,1.5766482059286,0.09,,19.1,0.07,4.2,,EDI,0.3089,2.12190556074853,54.10953470691193,,,,,,QG,,,,,,,,,,,,,,,,0.049441150261218356,-0.11635161067610311,2.0,0.2042324235528009,0.7957675764471991,4.569705748892326,5.673719076834572,5.013781996897512,5.043476344714087,1.3179694986908816,3.515591808704504,2.574339037733336,2.475177872375736,0.6123476165366796,1.1188926710479763,0.9834030574789814,0.9169636346218438,4.827276783259957,9.189921218185162,6.475830039410433,7.063252688562179,6.157577531022512,6.157577531022512,-0.26791230832536794,0.20125756312090892,0.7987424368790897,1.2679123083253678,0.13617206612102514,0.7029935068150639,0.2970064931849362,0.8638279338789749
3971,2017-06-27 09:45:00,QG,35158.0,,21.0,6.98,47.9,7.1,6.0,0.42,5.33,0.51,1.06,3.13,,10.0,1.42,1.71051846708638,,,18.77,0.05,1.5,,EDI,0.2555579999999999,1.7554870226408958,39.86677988345778,,,,,,QG,,,,,,,,,,,,,,,,-0.7422913885634708,-0.11625836603368692,1.0,0.047703933599724704,0.9522960664002753,5.073928222985873,5.976067401613852,5.4784665080970765,5.47087289173787,2.4829565882995364,3.8633090023650825,2.988747569141582,2.876772192090444,0.8855173233451508,1.2522624043574113,1.105431970925376,1.0872226965685967,5.387772938314369,8.064861566650334,6.795190788762955,7.218749998518436,7.055166645314188,7.055166645314188,-0.3488128974931571,0.6761816223850884,0.3238183776149116,1.3488128974931566,-0.012916639198114614,0.8692168309808734,0.13078316901912662,1.0129166391981146
3974,2017-07-18 10:00:00,QG,35212.0,,21.3,6.84,43.0,6.35,13.0,0.33,4.97,0.44,0.94,2.39,,16.0,0.88,1.43628121955861,,,16.42,0.0,7.0,,EDI,0.49068,3.370594433629293,78.5885090034003,,,,,,QG,,,,,,,,,,,,,,,,0.3127078378400701,0.13670259333630214,4.0,0.2527745959093882,0.7472254040906118,4.380965781393277,5.615406258651415,4.85247456603363,4.901358561624517,0.9131291235997381,3.4221795281728786,2.453694575975503,2.341639838864178,0.5873608764063543,1.0820941221842317,0.9420709485984857,0.8603491378429889,4.610694985230683,9.782682364241964,6.363349127556701,7.011546765523623,6.703486429403425,6.703486429403425,-0.25198309330142743,0.030467899388932292,0.9695321006110678,1.2519830933014275,0.18158398866366285,0.6476797761791246,0.3523202238208754,0.8184160113363372
3975,2017-07-25 10:00:00,QG,35230.0,,21.3,6.9,47.1,6.19,17.0,0.32,5.13,0.44,1.04,2.63,,5.0,0.92,1.64099518487125,,,20.32,0.03,4.0,,EDI,0.29102,1.9990837043996028,49.17683015831312,,,,,,QG,,,,,,,,,,,,,,,,-0.03529940028370343,-0.19140970021887482,1.0,0.18867525572094315,0.8113247442790568,4.622937834895328,5.6991454542487165,5.066014586864357,5.0892213620270645,1.4521973205444754,3.541991710184053,2.613375883502027,2.518161231123213,0.6199410249876839,1.1310389808497083,0.996375911754699,0.9351867667240663,4.896819879118955,9.043380804143537,6.510360058853244,7.079895843930676,6.067950850691417,6.067950850691417,-0.27264885563633706,0.25901364031814506,0.7409863596818514,1.272648855636336,0.12148930461593156,0.7211846898631507,0.2788153101368493,0.8785106953840686
3976,2017-08-01 09:26:00,QG,35248.0,,21.4,6.91,46.8,6.71,19.0,0.34,4.96,0.45,1.18,2.97,,,0.69,1.60573285576741,,,,,7.2,,EDI,0.3089,2.12190556074853,54.10953470691193,,,,,,QG,,,,,,,,,,,,,,,,-0.5747734814471607,-0.41294903086364276,2.0,0.08163807654931968,0.9183619234506804,4.972375286286658,5.919271792987741,5.376508223118608,5.380442637131377,2.262597178757452,3.7713172933264216,2.901921111874113,2.7918012749568986,0.8006360812919521,1.2240274400505489,1.079176098759375,1.0511986097384,5.383295786039329,8.203263668524698,6.724294666034529,7.185849261655042,6.567959946885415,6.567959946885416,-0.31810626689039606,0.5892615381365989,0.4107384618634005,1.3181062668903953,0.019305497858368367,0.8329560668568838,0.16704393314311616,0.9806945021416315
3977,2017-08-09 09:55:00,QG,35266.0,,21.3,6.94,47.2,6.79,17.0,0.33,5.05,0.46,1.26,3.14,,,0.58,1.64069790054026,,,19.47,,2.2,,EDI,0.29102,1.9990837043996028,49.17683015831312,,,,,,QG,,,,,,,,,,,,,,,,-0.8870701308135074,-0.5763622003940403,1.0,0.01964128145420007,0.9803587185458,5.157782585562966,6.031669917792205,5.559094682009508,5.549027990190668,2.601848363755334,3.9396220537200555,3.0548117636918555,2.950209012799301,0.9440589533978534,1.2764671949963031,1.1271369091370063,1.1183568127461523,5.4240849263675255,8.183528144359514,6.86307074957001,7.247184733551729,7.569451734001569,7.569451734001569,-0.3774488435776157,0.7250810200783013,0.27491897992169845,1.377448843577615,-0.03891149031414361,0.9006443018949573,0.09935569810504258,1.0389114903141436
3978,2017-08-15 10:05:00,QG,35284.0,,21.6,6.77,42.2,7.57,20.0,0.42,5.47,0.56,1.22,3.18,,7.0,1.14,1.55481884320343,,,17.51,0.02,3.38,,EDI,0.3476399999999999,2.388019582837873,61.48877541824847,,,,,,QG,,,,,,,,,,,,,,,,-1.2719838203702019,-0.11192579880995636,3.0,-0.04864256919675481,1.0486425691967547,5.361997731530156,6.2703334531218635,5.781390302703748,5.756813793794173,2.8115624202344645,4.178682167792541,3.247245364874118,3.1454506426758324,1.017131726164228,1.3476133740213514,1.185227042788318,1.201131033206606,5.425512779517746,8.478087816466466,7.045519926326303,7.322782287468409,9.238048389748123,9.238048389748124,-0.519463942544744,0.8095862667925883,0.1904137332074114,1.5194639425447423,-0.11678737084723342,0.9727574283068503,0.027242571693149663,1.1167873708472333
3979,2017-08-22 10:53:00,QG,35302.0,,21.5,6.72,42.2,6.92,20.0,0.37,4.97,0.43,0.97,2.57,,10.0,0.73,1.60143663960558,,,18.6,0.04,4.8,,EDI,0.3923399999999999,2.695074223710192,67.6319921205175,,,,,,QG,,,,,,,,,,,,,,,,-0.025248308618996705,0.22630204497802675,3.0,0.19056178698882445,0.8094382130111756,4.616194289400158,5.692394313007961,5.059910701949057,5.083795537445312,1.4356168749979556,3.5385457548158614,2.608874950970873,2.5130629673516207,0.619176435940417,1.1295740409681545,0.9948286789558867,0.9330253178073515,4.890097408085792,9.055184233089918,6.505844373515972,7.077921796333397,6.076212391927562,6.076212391927563,-0.2716714821919159,0.25015321977244404,0.7498467802275548,1.2716714821919155,0.12338345012530402,0.7191845724541251,0.28081542754587485,0.8766165498746961
