,datetime,site,code,datetime_last,d18O,d18O_stdev,d2H,d2H_stdev,dexcess,dexcess_stdev,pH,Cond,DO%,Temperature,Turbidity,Cl,NO3-N,SO4,Bromide,DOC,TDN,NH4-N,PO4-P,Na,K,Mg,Ca,SiO2,discharge(cfs),discharge(m/yr),rank_sp,rank,stage,discharge(cms),notes,rainfall(mm),rainfall(in)
131,2018-09-26 10:00:00,QG,QG 9-26-18,,-2.6495554010058777,0.0358155667139064,-7.568892585362281,0.1714341440634856,13.627550622684744,0.3339167754592153,6.12,55.3,90.9,21.8,5.6,7.4643,0.2103,0.4092,,0.806142331439372,0.270580614013864,18.5214695857989,2.0,5.4511,0.7977,1.2845,3.4641,18.19222592636,0.255856,1.757534053580045,45.726200944643075,41.01325854932736,,,,,
132,2018-10-03 11:42:00,QG,QG 10-3-18,,-2.608456794960144,0.0296947933037791,-7.557437618025667,0.2071141763219109,13.310216741655484,0.3151670192012012,6.01,55.0,91.0,21.5,5.8,,0.0968,0.4303,0.0,0.539358111144856,0.121871193445914,14.9098941628778,2.0,,,1.0531,2.0384,17.5724664495321,0.22337400000000002,1.5344076812128267,28.017039381190333,29.284119568100785,,,,,
133,2018-10-10 12:52:00,QG,QG 10-10-18,,-2.5499303143016414,0.0263285129775658,-7.035484927922042,0.1234241758020134,13.36395758649109,0.2441264534855591,6.75,53.8,91.0,21.5,8.8,7.5405,0.2239,0.4509,0.0,1.14370161331876,0.320117916744796,27.4107350049848,5.15481675106279,5.3195,0.8702,1.1437,3.0243,17.1597059049551,0.34465999999999997,2.367549273446385,73.53182773164554,60.564256240567914,,,,,
134,2018-10-17 11:22:00,QG,QG 10-17-18,,,,,,,,6.6,51.9,91.8,21.5,11.9,7.5539,0.3418,0.4142,0.0,1.24142470212537,0.379458097502564,19.4402029589982,2.0,5.3159,0.8335,1.065,2.8916,14.6820533972621,0.41916,2.879307008233583,82.48908710830749,72.04122766602062,,,,,
135,2018-10-24 11:42:00,QG,QG 10-24-18,,-2.556728054720668,0.0192768756286843,-6.84423640617604,0.0989144727762535,13.609588031589302,0.1877814164977955,6.73,50.7,91.9,21.5,64.6,6.9454,0.207,0.37,0.0,1.36196636379793,0.302451349136143,19.3875541641418,2.0,5.0658,0.77,1.0071,2.6988,15.6370100840512,0.32677999999999996,2.2447274170974576,70.17923996777472,56.439014607758395,,,,,
136,2018-10-31 11:00:00,QG,QG 10-31-18,,-2.6661273135995835,0.0278901300943399,-7.424926272855796,0.1496339306519716,13.904092235940874,0.2737853646300271,7.05,50.4,90.4,21.3,6.2,7.8158,0.1688,0.3264,0.0,0.527404831867541,0.229713336987868,28.8375586022464,2.0,5.4961,0.6966,1.1173,3.1203,17.2811970310147,0.24036,1.651088444744308,38.904919621089654,37.03946975956663,,,,,
137,2018-11-07 09:37:00,QG,QG 11-7-18,,-2.6640827814461594,0.0293208975267885,-7.5548203676173475,0.1617591939845422,13.75784188395193,0.2859455418375559,6.42,50.4,90.5,21.0,5.7,7.6583,0.275,0.3744,0.0,0.768062122012387,0.317507197577222,25.8857530929017,2.0,5.3077,0.7452,1.0577,2.7884,15.4224285382766,0.36254,2.490371129795313,76.27097671038844,63.26838598802593,,,,,
138,2018-11-14 10:29:00,QG,QG 11-14-18,,-3.008802687086015,0.0143670018340806,-10.813518355560156,0.10631497887182,13.256903141127967,0.1619082296212111,5.67,47.6,91.1,21.2,12.2,6.7301,0.4275,0.4008,0.0,1.2742925255665,0.445335460806298,17.4535244295944,2.0,4.8258,0.7633,1.009,2.641,13.6254605621942,0.64266,4.414580212595178,91.83573531037896,87.36712575313916,,,,,
139,2018-11-21 10:31:00,QG,QG 11-21-18,,-2.578801464,0.02667405,-6.91888051,0.156128164,13.711531202,0.2644093795079344,7.41,43.6,91.3,21.1,8.2,8.59,0.2856,0.4203,,1.11155920531003,0.319277830278141,25.7219957131388,13.4084873733981,5.8318,0.7797,1.0659,2.8197,12.4216018590761,0.47578,3.2682428866718536,86.36112325117291,77.83502079660451,,,,,
140,2018-11-29 09:59:00,QG,QG 11-29-18,,-2.6586431961762966,0.0326354121160663,-7.6197011808040225,0.1440439190314764,13.649444388606351,0.2981830621363628,6.32,52.5,91.3,20.2,7.6,7.8175,0.1918,0.3271,0.0,0.486586361347864,0.233301880757399,19.4857610263176,11.435627068144,5.4019,0.6466,1.093,3.076,22.6471062589417,0.290722,1.9970366734604537,60.460316039449644,47.988466356716664,,,,,
141,2018-12-05 09:05:00,QG,QG 12-5-18,,-2.6701818256711265,0.0155327601507347,-7.352194205276537,0.1280500153161442,14.009260400092476,0.1784316991122401,6.09,52.5,90.8,20.5,10.3,,0.1949,0.6156,0.0,1.09620827542937,0.255530465271664,,,,0.801,1.0827,3.5681,17.9797860072954,0.290722,1.9970366734604537,60.460316039449644,47.988466356716664,,,,,
142,2018-12-12 09:58:00,QG,QG 12-12-18,,-2.74586375993089,0.025587304373117,-8.27083739456395,0.180416511739559,13.696072684883172,0.2728581444515676,6.64,52.8,91.1,20.2,3.8,,0.2362,0.6475,0.0,0.49060847019918,0.262867460176232,24.2209147920311,2.0,,0.8775,,,18.6310243007747,0.25675,1.7636751463974913,46.948866059722086,41.1612209643989,,,,,
143,2018-12-19 12:00:00,QG,QG 12-19-18,,-2.7648988213344503,0.015528164217615,-8.34411037127061,0.069237193400928,13.775080199404991,0.1422171491911841,,,,,,,,,,,,,,,,,,,0.224268,1.5405487740302732,29.520096043978032,31.56416231632416,,,,,
144,2018-12-20 10:00:00,QG,QG 12-20-18,,-2.876304042836858,0.0536273622897717,-8.385085979815033,0.2156782752196445,14.62534636287983,0.4802066480346614,6.74,48.2,91.2,20.2,5.0,7.4922,0.1905,0.3723,,0.761524335413747,0.246395430539774,15.3921177336853,2.0,5.4861,0.6923,1.2954,3.4553,16.1015463651546,0.24036,1.651088444744308,38.904919621089654,37.03946975956663,,,,,
145,2019-01-03 10:46:00,QG,QG 1-3-19,,,,,,,,6.63,47.8,90.9,19.9,4.3,8.0093,0.2427,0.3595,0.0,0.965000248171553,0.278186793365064,17.1686236378317,2.0,5.4953,0.7469,1.1864,3.1387,14.952139211352,0.290722,1.9970366734604537,60.460316039449644,47.988466356716664,,,,,
146,2019-01-09 11:14:00,QG,QG 1-9-19,,-2.628150537558498,0.0161732516196923,-6.645028346137323,0.083743918476269,14.380175954330664,0.1551193899326992,7.05,53.3,90.0,19.9,8.1,8.0934,0.1905,0.3634,0.0,0.742521889990323,0.252339777198484,17.6840154048698,2.0,5.6501,0.7439,1.1133,3.0867,15.7440017734183,0.24036,1.651088444744308,38.904919621089654,37.03946975956663,,,,,
147,2019-01-16 09:53:00,QG,QG 1-16-19,,-2.7181397532900955,0.0304110149148259,-7.711530556372911,0.1866674921313918,14.033587469947854,0.3066494115764911,6.88,54.9,90.5,19.6,9.2,7.2584,0.1657,0.3259,0.0,0.530848873183882,0.197791633999695,20.8734718621079,6.51411171145175,5.3046,0.6492,1.0099,2.7327,20.1789723069944,0.20847400000000002,1.4320561342553875,19.357021372944452,23.24637725307126,,,,,
148,2019-01-23 10:10:00,QG,QG 1-23-19,,-2.4901282005783525,0.0185087439498491,-5.6647283781831455,0.1271487488159126,14.256297226443673,0.1986102512186846,6.51,51.6,91.3,19.6,11.6,7.3637,0.2242,0.4253,0.027,1.11587699681502,0.2855281872074,22.1363188949386,2.0,5.3058,0.6352,1.0687,2.8503,17.9587858163271,0.32082,2.2037867983144817,67.98876327581577,55.92887269330308,,,,,
149,2019-01-30 10:29:00,QG,QG 1-30-19,,-2.596960852639969,0.0149727323132093,-6.653356517940376,0.0969492002531552,14.122330303179377,0.1541001007682986,6.33,53.9,91.6,19.7,4.0,8.107,0.2165,0.3811,0.0289,0.66760355142884,0.271057598261596,18.4662251384989,2.0,5.6489,0.6183,1.0787,3.1621,19.5861312479336,0.20609000000000002,1.415679886742197,14.7083138068484,22.548164732969568,,,,,
150,2019-02-06 10:21:00,QG,QG 2-6-19,,-2.691735295892684,0.0196132634737328,-7.185524558897384,0.175520613082819,14.348357808244083,0.2354294210134594,6.39,54.6,91.5,19.6,4.2,7.8024,0.1915,0.2859,0.0,0.397805074786135,0.226966024520223,19.029722210846,2.0,5.5824,0.6942,1.1574,3.228,20.5502422046013,0.175992,1.2089297618881687,3.4758020777935164,14.033360875983188,,,,,
151,2019-02-13 09:54:00,QG,QG 2-13-19,,-2.589507549090819,0.084452743570201,-6.49088211758524,0.4141978889971736,14.22517827514131,0.7924802260169647,6.3,54.0,91.4,19.6,5.3,5.2867,0.1448,0.2858,0.0173,0.688002019467957,0.225947570278027,20.1933280827058,2.0,3.938,0.4353,1.1188,2.3763,18.7634676733922,0.190892,1.3112813088456083,8.117927682675752,19.005824572359113,,,,,
152,2019-02-20 09:33:00,QG,QG 2-20-19,,-2.295100109842699,0.0202969542603566,-4.554757143199298,0.1287860285138375,13.806043735542294,0.2072478894565047,6.43,54.0,91.9,19.5,8.0,8.2924,0.1973,0.4521,0.0273,0.953697670915999,0.103565930687397,26.2381883874299,2.0,5.525,0.6876,1.0451,3.1822,17.9992446806488,0.32082,2.2037867983144817,67.98876327581577,55.92887269330308,,,,,
153,2019-02-27 09:33:00,QG,QG 2-27-19,,-2.3073227361214736,0.0219787879339439,-4.074321915450891,0.1074954883899624,14.384259973520898,0.2099777195428008,5.99,54.3,91.6,19.4,8.8,8.1299,0.2166,0.5062,0.0251,1.30610301965089,0.285989016353046,23.6475339711196,7.92274648614503,5.977,0.7637,1.0347,2.8689,17.437316009514,0.37743999999999994,2.5927226767527523,77.4320346685061,66.447467789696,,,,,
154,2019-03-06 09:46:00,QG,QG 3-6-19,,-2.3717809672147827,0.0209022234769313,-4.57584156097384,0.1232330993753459,14.39840617674442,0.2139073625101175,6.19,54.7,90.9,19.6,4.5,7.8472,0.2356,0.4455,0.0262,1.05188398125462,0.305514829237171,17.5581869206894,10.2093871552581,5.5702,0.6752,0.9754,3.0659,16.9853783062004,0.270458,1.8578385695983355,50.76061143786892,43.5980473911272,,,,,
155,2019-03-13 10:02:00,QG,QG 3-13-19,,-2.5145975389777564,0.0114163665767795,-5.737295768837567,0.0667808694167745,14.379484542984484,0.1131416093762438,6.27,54.8,90.8,19.5,2.9,7.836,0.2254,0.3883,0.0,1.02940104884698,0.29157702796013,13.765157970947,28.1739064292791,5.5102,0.7426,1.1092,3.1008,18.1817910044691,0.237678,1.632665166291969,34.12167676778314,32.37153003862317,,,,,
156,2019-03-20 11:17:00,QG,QG 3-20-19,,-2.609298491,0.021475029,-6.888300959,0.142951807,13.986086969000002,0.2234961718683769,6.23,50.8,90.7,19.8,2.7,8.4023,0.1988,0.3313,0.0,0.322915367151943,0.281463479,12.3661690360322,6.09798791147714,5.6841,0.7024,1.1883,3.5689,20.8709090696733,0.190892,1.3112813088456083,8.117927682675752,19.005824572359113,,,,,
157,2019-03-27 10:31:00,QG,QG 3-27-19,,-2.344677523,0.03014768,-4.896073175,0.147742536,13.861347009,0.2828362493461276,6.06,54.3,90.9,19.8,35.1,8.0999,0.2169,0.3424,0.0,1.11628307845538,0.26527110873434,14.5770602451063,19.4589558551766,5.6588,0.8045,1.1111,3.4826,18.7022743840749,0.237678,1.632665166291969,34.12167676778314,32.37153003862317,,,,,
158,2019-04-04 10:02:00,QG,QG 4-4-19,,-2.3834387133829096,0.0213983541902436,-4.47137331710852,0.1906412342622116,14.596136389954758,0.2562206318240022,6.59,42.3,91.4,19.9,4.6,8.1083,0.1923,0.395,0.0,1.15897198592973,0.254139734558809,18.7946526692321,9.56138280903597,5.7369,0.7867,1.1153,3.5715,17.8526580415802,0.270458,1.8578385695983355,50.76061143786892,43.5980473911272,,,,,
159,2019-04-10 10:45:00,QG,QG 4-10-19,,-2.4827057630165807,0.0380656596362543,-6.023260607118847,0.2006819122585962,13.8383854970138,0.3647038172195755,6.79,56.5,90.8,19.8,2.7,8.1875,0.2338,0.291,0.0,0.816842177011121,0.243850060455601,15.4610146110568,9.4129915219696,5.7007,0.7275,1.2156,3.562,19.6062874228775,0.190892,1.3112813088456083,8.117927682675752,19.005824572359113,,,,,
160,2019-04-17 10:05:00,QG,QG 4-17-19,,,,,,,,6.71,50.4,91.1,19.9,4.1,8.7656,0.2024,0.3513,0.0,0.980440619037143,0.245645404368422,8.25067160891758,10.2873294025448,5.6911,0.7267,1.2028,3.1919,18.5021995022995,0.22188400000000003,1.524172526517083,23.759826868092233,28.37689387448929,,,,,
161,2019-04-24 11:16:00,QG,QG 4-24-19,,-2.38548987574404,0.0342526548879401,-4.646040224235442,0.1729100639220558,14.437878781716872,0.3242591925119836,6.5,55.0,90.6,19.7,3.3,7.8242,0.3095,0.3182,0.0,0.740029395895987,0.271424381,7.37735624577342,8.72761428624161,5.5304,0.7422,1.1877,3.5151,11.9520645963497,0.20609000000000002,1.415679886742197,14.7083138068484,22.548164732969568,,,,,
162,2019-05-01 10:30:00,QG,QG 5-1-19,,-2.2947346343770434,0.0395312322353965,-3.9390591633703695,0.256932470916322,14.418817911645975,0.4074656638568376,6.38,48.3,91.1,20.2,4.3,9.1406,0.29,0.44,0.0,0.71688453136403,0.345100634663688,14.8120826527257,5.91693883330204,5.5189,0.6855,1.1061,3.1685,18.1722364489051,0.287444,1.9745193331298172,57.83779941341562,47.490667864835395,,,,,
163,2019-05-08 10:59:00,QG,QG 5-8-19,,-2.207643959058548,0.0165426672456536,-3.360231312666743,0.104369677821669,14.300920359801644,0.1775602819562823,6.74,48.7,91.3,20.0,4.6,7.7296,0.2613,0.3485,0.0,0.891998124243066,0.31573195277454,15.4965584489681,18.6497792709119,5.406,0.6699,1.0902,3.4065,17.5815334976967,0.32082,2.2037867983144817,67.98876327581577,55.92887269330308,,,,,
164,2019-05-16 11:13:00,QG,QG 5-16-19,,-2.3715695308818945,0.0269189482783798,-4.633435048529725,0.1898462915605614,14.339121198525431,0.2870852140215502,6.4,51.4,91.7,21.0,3.8,8.034,0.2307,0.3687,0.027,0.598363728365295,0.246029007980793,6.44207748239863,9.42261044112483,5.8472,0.5742,1.2076,3.3578,18.6335901701808,0.256452,1.7616281154583429,46.208263783943174,41.07177081469128,,,,,
165,2019-05-22 10:37:00,QG,QG 5-22-19,,-2.1563647707366087,0.0339892711082664,-2.9264909605771816,0.1104926562334382,14.324427205315688,0.293506290071746,6.86,47.9,91.4,20.8,5.1,7.261,0.2587,0.3517,0.0,1.11671243945999,0.291858745249298,13.1158827916891,2.0,5.1959,0.7097,1.0713,3.1066,,0.35658,2.4494305110123373,74.82847409076788,62.58445249146749,,,,,
166,2019-05-22 10:37:00,QG,QG 5-22-19,,-2.1563647707366087,0.0339892711082664,-2.9264909605771816,0.1104926562334382,14.324427205315688,0.293506290071746,,,,,,,,,,,,,,,,,,15.2487042391499,0.35658,2.4494305110123373,74.82847409076788,62.58445249146749,,,,,
167,2019-05-29 10:53:00,QG,QG 5-29-19,,-2.210416415271001,0.0336185054878416,-3.491162807798927,0.1589645588862338,14.19216851436908,0.312414438368334,6.24,47.9,91.2,20.7,3.6,7.1026,0.2506,0.4107,0.0264,,,15.9675444030695,4.47860714493887,5.2389,0.586,1.0082,2.7234,16.0210761289368,0.32082,2.2037867983144817,67.98876327581577,55.92887269330308,,,,,
168,2019-06-05 10:08:00,QG,QG 6-5-19,,-2.2925974786022656,0.0348193302110194,-4.301101860358142,0.1820047617578495,14.039677968459984,0.3327437778660155,6.71,49.9,91.6,20.9,2.5,8.845,0.2514,0.3874,0.03,0.632298983965658,0.280116836,15.2112473871052,13.2639343504648,6.4863,0.6419,1.2738,3.3345,19.3928277850632,0.270458,1.8578385695983355,50.76061143786892,43.5980473911272,,,,,
169,2019-06-12 10:12:00,QG,QG 6-12-19,,-2.3250051156454905,0.0398218944835978,-4.459958073919762,0.1097514542219602,14.140082851244165,0.3369503103436089,7.36,48.1,91.3,20.8,2.7,7.6339,0.2397,0.3434,0.0276,0.689264892292098,0.250715555901405,12.6569767491046,2.0,5.7367,0.5796,1.2271,3.0955,19.5624859215714,0.254068,1.7452518679451525,42.91859956927645,38.20600252072362,,,,,
170,2019-06-19 10:40:00,QG,QG 6-19-19,,-2.3336005154553576,0.0163404772495504,-4.552496276820594,0.1098801539504976,14.116307846822266,0.1707699177950901,6.73,50.2,91.5,21.2,1.9,8.0224,0.1973,0.3393,0.0275,0.676108255194781,0.255934489692406,11.3123939705394,5.44176707481793,6.1031,0.6215,1.2397,3.5443,20.7118148564007,0.237678,1.632665166291969,34.12167676778314,32.37153003862317,,,,,
171,2019-06-26 10:56:00,QG,QG 6-26-19,,-2.293428005174627,0.0316433137071802,-4.365028630528377,0.1351160600967371,13.98239541086864,0.2869486104650278,6.81,49.8,90.9,21.4,3.8,7.6919,0.1886,0.3793,0.0263,0.74024283586101,0.223938823006321,11.7191547708589,2.0,5.7414,0.5918,1.2265,3.4786,17.4845176043224,0.237678,1.632665166291969,34.12167676778314,32.37153003862317,,,,,
172,2019-07-03 10:57:00,QG,QG 7-3-19,,-2.453486521259503,0.0101600279218538,-5.607783250531354,0.2005451705385054,14.020108919544668,0.2163904807013945,7.15,51.0,91.4,21.1,2.3,7.5265,0.176,0.3467,0.0233,0.492053738905819,0.229729089104882,6.64595111890149,2.0,5.7602,0.5002,1.353,3.3197,20.8303997293427,0.22188400000000003,1.524172526517083,23.759826868092233,28.37689387448929,,,,,
173,2019-07-11 14:53:00,QG,QG 7-11-19,,-2.316767004,0.033141661,-4.858297766000001,0.226713201,13.675838266,0.3488474393103056,6.36,51.3,91.1,21.5,3.5,7.5856,0.1668,0.3619,0.0254,0.761389505655575,0.207071493964835,2.5,9.75399527815171,5.6126,0.5891,1.1772,3.2757,20.4464428110572,0.16139,1.108625245869878,0.7864127258270893,9.916654926136198,,,,,
174,2019-07-17 12:55:00,QG,QG 7-17-19,,-2.01428248779784,0.0104847031829909,-1.67147697998422,0.058396826997266,14.4427829223985,0.1022039405151073,7.03,47.5,90.5,21.4,4.7,6.657,0.1913,0.4568,0.02,1.37922160908913,0.24531077329946,12.3333394350517,6.58333289644235,5.081,0.6537,1.1131,3.0669,18.0714646007116,0.287444,1.9745193331298172,57.83779941341562,47.490667864835395,,,,,
175,2019-07-24 10:28:00,QG,QG 7-24-19,,-2.4395781695333145,0.0274298174477465,-5.776992409034911,0.1323485072680267,13.739632947231604,0.2584436682086244,6.99,48.0,89.5,21.5,2.7,7.3097,0.2331,0.4081,0.0271,0.816838502610338,0.315319920950455,12.5140787530333,6.84294954372012,5.5328,0.6542,1.0259,2.5888,17.1921691002782,0.20609000000000002,1.415679886742197,14.7083138068484,22.548164732969568,,,,,
176,2019-08-02 10:00:00,QG,QG 8-2-19,,,,,,,,,,,,,,,,,,,,,,,,,,0.32082,2.2037867983144817,67.98876327581577,55.92887269330308,,,,,
177,2019-08-15 12:32:00,QG,QG 8-15-19,,-2.3128234038638795,0.015562980214341,-4.23688343486885,0.081855033629111,14.265703796042184,0.1490015205699221,7.0,45.3,91.3,21.5,2.2,7.4907,0.2294,0.3652,0.0269,0.655813354291094,0.237885226390139,13.4098027866677,14.5438182292801,5.5579,0.552,1.1226,3.2539,17.8800826279388,0.254068,1.7452518679451525,42.91859956927645,38.20600252072362,,,,,
178,2019-08-21 12:46:00,QG,QG 8-21-19,,-2.3013847226790123,0.043046324925991,-4.162316638909627,0.1314894356638654,14.248761142522472,0.3686198331991616,7.03,48.2,91.3,21.7,4.7,7.3123,0.1826,0.3537,0.0311,0.798261013,,14.1344211786389,6.63266146111073,5.409,0.5425,1.1575,2.843,19.1773505423804,0.254068,1.7452518679451525,42.91859956927645,38.20600252072362,,,,,
179,2019-08-30 10:41:00,QG,QG 8-30-19,,-2.3434292848301213,0.0198004789955046,-5.038775683327138,0.1739814643769258,13.708658595313832,0.2352898721314421,7.23,45.1,91.0,21.5,2.6,5.0,0.1809,0.3257,0.0194,0.746091340379063,0.216174016241758,6.97151099162038,5.62991693550876,3.92,0.401,0.9185,2.6848,16.6242596996808,0.30592,2.1014352513570422,63.439311684824105,52.61579018847043,,,,,
180,2019-09-06 12:18:00,QG,QG 9-6-19,,-2.0491329428695,0.0207393993254439,-2.4551557435461446,0.1316640981674417,13.937907799409857,0.2128566126168498,6.72,31.9,92.5,22.1,153.5,4.9365,0.0979,0.4492,0.0114,4.23389848425845,0.221308071595888,2.5,2.0,4.2238,0.9626,0.6946,1.8825,8.71899576670716,0.7499399999999999,5.151511350688742,93.5236134440507,90.34001845484465,,,,,
181,2019-09-11 10:26:00,QG,QG 9-11-19,,-2.321657494680048,0.0382234352856674,-4.439827150885295,0.2622055098644511,14.13343280655509,0.4028122561761048,6.94,46.3,90.3,21.5,2.0,6.7903,0.2135,0.3713,0.0274,1.27029297376001,0.262752607263763,9.6764137942893,2.0,5.4944,0.5583,1.0057,2.7807,16.2624703674749,0.270458,1.8578385695983355,50.76061143786892,43.5980473911272,,,,,
182,2019-09-16 10:58:00,QG,QG 9-16-19,,-2.427756847526075,0.0277015510580519,-4.9372401750597845,0.2227256805866788,14.484814605148816,0.3141954620585699,6.7,45.8,90.0,21.7,4.4,6.6981,0.2017,0.382,0.0264,1.23988588167721,0.251482152570398,7.44816636750394,2.0,5.1847,0.5781,1.0385,2.7454,16.3961196619348,0.30592,2.1014352513570422,63.439311684824105,52.61579018847043,,,,,
183,2019-09-23 11:35:00,QG,QG 9-23-19,,-2.354774465606687,0.0400875334147528,-4.891159959798185,0.2273204076232118,13.947035765055311,0.393094427815804,6.73,47.6,89.7,21.7,3.4,7.0798,0.1845,0.3581,0.0268,1.24965958984668,0.201636005222015,2.5,2.0,5.4007,0.5699,1.1089,2.9235,17.2442786460075,0.237678,1.632665166291969,34.12167676778314,32.37153003862317,,,,,
184,2019-10-02 11:16:00,QG,QG 10-2-19,,-2.439823860364164,0.015896947426079,-5.717554036738732,0.0960588290125211,13.80103684617458,0.1593766815728642,6.88,46.9,89.8,21.9,3.5,6.9372,0.2464,0.3668,0.0285,0.977081728675884,0.306963527265463,22.7016963794859,2.0,5.3235,0.6189,1.0923,2.7502,17.5784674159246,0.254068,1.7452518679451525,42.91859956927645,38.20600252072362,,,,,
185,2019-10-09 10:56:00,QG,QG 10-9-19,,-2.3230628503192325,0.0602847991952541,-4.858130049905224,0.3246077994085061,13.726372752648636,0.5813455704945281,6.6,48.7,90.3,21.7,3.5,7.2592,0.1796,0.3518,0.0294,1.28414990956638,0.188606611845916,2.5,2.0,5.5668,0.5862,1.1793,2.9189,,0.190892,1.3112813088456083,8.117927682675752,19.005824572359113,,,,,
186,2019-10-14 11:33:00,QG,QG 10-14-19,,-2.330020282734746,0.0243079040389401,-4.606204417233351,0.0859254395492404,14.033957844644618,0.213285054186131,6.5,47.5,89.2,21.5,3.2,7.0309,0.2064,0.358,0.0251,1.13925470621621,0.267126939546309,14.0615604695209,2.0,5.4928,0.5672,1.0941,3.0473,18.8617490391068,0.190892,1.3112813088456083,8.117927682675752,19.005824572359113,,,,,
187,2019-10-23 10:37:00,QG,QG 10-23-19,,-2.360232650135944,0.0092005876718267,-4.6802055553512805,0.1786664481023444,14.201655645736272,0.1932339301001608,6.67,49.2,90.2,21.4,4.4,6.9516,0.1944,0.3922,0.023,1.35551752665737,0.257281074222573,11.4272224783218,2.0,5.5681,0.584,1.1096,2.9342,18.5387843655732,0.254068,1.7452518679451525,42.91859956927645,38.20600252072362,,,,,
188,2019-10-30 14:19:00,QG,QG 10-30-19,,-2.3220199206174703,0.0117735986617362,-4.399354929454904,0.0630558191093466,14.176804435484858,0.1133470967965192,6.55,49.2,89.3,21.2,3.6,7.1364,0.2305,0.3888,0.0262,1.18645928123637,0.308151378395209,11.2110166723814,19.945711714273,5.5457,0.5828,1.1032,3.0791,18.2274108769855,0.20609000000000002,1.415679886742197,14.7083138068484,22.548164732969568,,,,,
189,2019-11-06 11:10:00,QG,QG 11-6-19,,-2.3277673730093698,0.0344791404472993,-4.380557608057021,0.2107539420459658,14.241581376017937,0.3471327356371456,6.04,47.3,90.1,21.2,4.7,6.5754,0.2106,0.4376,0.0275,0.745523284444389,0.260193686852465,12.327500770307,82.3576499469285,5.2414,0.5822,1.0419,2.9559,16.8779694459166,0.237678,1.632665166291969,34.12167676778314,32.37153003862317,,,,,
190,2019-11-13 10:34:00,QG,QG 11-13-19,,-2.365569012142072,0.034565309275743,-4.195403713119764,0.2268336833824439,14.729148384016812,0.3576565372781881,6.18,48.9,89.9,21.0,3.8,8.7113,0.2057,0.4812,0.0259,0.951038880724769,0.264460208634176,5.26114635508922,54.5150857756315,6.7069,0.5282,1.1109,3.2593,17.970764482849,0.175098,1.2027886690707223,1.6589175043309305,13.660297587543107,,,,,
191,2019-11-20 11:02:00,QG,QG 11-20-19,,-2.307051165749152,0.0398614013284205,-4.023189649364488,0.2388839452769929,14.433219676628726,0.3984434006562128,6.07,49.5,89.7,20.9,3.4,7.1376,0.2213,0.3754,0.0272,0.426316952931776,0.254881117279572,14.7270444797156,12.2878654589466,5.6636,0.5177,1.0323,3.0035,18.1766142810937,0.14738400000000001,1.0124147917298847,0.06634616903529511,6.930403404626912,,,,,
192,2019-11-27 11:16:00,QG,QG 11-27-19,,-2.3101669324215592,0.0293484191015163,-4.029587398574775,0.1994502306368428,14.451748060797698,0.3080673555273551,6.61,48.8,91.0,20.9,3.2,7.4039,0.243,0.3657,0.032,1.37032788095578,0.2395363,13.9912993190202,10.9303364516695,5.7297,0.5741,0.9379,2.3977,18.8704188755396,0.16139,1.108625245869878,0.7864127258270893,9.916654926136198,,,,,
193,2019-12-01 12:34:00,QG,QG 12-1-19,,-2.200009536840349,0.0320525148055096,-2.8506595658844,0.171814382459446,14.749416728838394,0.308660750926961,6.51,44.0,90.9,20.6,6.4,6.052,0.2056,0.4586,0.0244,1.8069236526008,0.264268260254182,17.028310938618,38.4181008725917,5.0282,0.5457,0.9935,2.8293,15.4839393530884,0.4132,2.838366389450608,81.54128469351755,70.4278883926135,,,,,
194,2019-12-11 09:02:00,QG,QG 12-11-19,,-2.17593924349218,0.0321834569535011,-2.860847009864465,0.198618945375688,14.546666938072974,0.3251754590320952,6.21,45.0,91.1,20.5,5.5,6.9044,0.1884,0.4855,0.0253,1.55384272272065,0.266200058625029,22.0240115686886,7.81835869778843,5.5227,0.5868,1.023,2.8774,10.3652626969505,0.30592,2.1014352513570422,63.439311684824105,52.61579018847043,,,,,
195,2019-12-20 08:37:00,QG,QG 12-20-19,,-2.275930149079332,0.0233751566896372,-3.98152359265406,0.1173223936036553,14.225917599980598,0.2207578149417521,6.4,46.2,91.6,20.5,2.8,7.1446,0.2568,0.3892,0.0258,1.22768376536872,0.284609946452085,13.1235817134208,2.0,5.5605,0.5737,1.0298,2.9797,16.8907134664589,0.254068,1.7452518679451525,42.91859956927645,38.20600252072362,,,,,
196,2020-01-02 11:52:00,QG,QG 1-2-20,,-2.037902914604905,0.0204930573876976,-1.8566214849170333,0.1812607149860149,14.446601831922209,0.2451330531970096,6.88,39.7,92.4,20.7,27.8,5.8317,0.1646,0.4543,0.0207,1.86870924057222,0.244113195030572,17.6790991428175,6.19860335690726,4.801,0.6854,0.9268,2.4765,12.2358439627656,0.5324,3.657178765110124,88.73036600969918,81.96790963980052,,,,,
197,2020-01-09 10:23:00,QG,QG 1-9-20,,-2.1704449147701346,0.0404912695358778,-3.0521084229544684,0.1833884834040452,14.311450895206606,0.3748654575450795,6.74,45.3,92.4,20.4,12.0,6.6557,0.2149,0.4211,0.0248,0.757671971157541,0.270053510457255,10.2088605802709,6.87702116004791,5.2275,0.5761,1.0255,2.8405,,0.37743999999999994,2.5927226767527523,77.4320346685061,66.447467789696,,,,,
