,datetime,site,code,datetime_last,d18O,d18O_stdev,d2H,d2H_stdev,dexcess,dexcess_stdev,pH,Cond,DO%,Temperature,Turbidity,Cl,NO3-N,SO4,Bromide,DOC,TDN,NH4-N,PO4-P,Na,K,Mg,Ca,SiO2,discharge(cfs),discharge(m/yr),rank_sp,rank,stage,discharge(cms),notes,rainfall(mm),rainfall(in)
11,2018-06-27 13:16:00,RI,RI 6-27-18,,-2.5409016634834045,0.0190502928556948,-6.100738722328716,0.1248030414523951,14.22647458553852,0.196982926317444,6.83,60.1,92.7,23.6,-8.7,6.4816,0.1244,0.3662,0.0,0.568103774233061,0.164753208829492,2.5,8.80259676595136,5.3345,0.7097,1.2825,3.8732,19.9587572263667,9.83,2.660057796561157,61.59557270960914,54.33145974832403,,,,,
12,2018-07-03 13:16:00,RI,RI 7-3-18,,-2.593556610252393,0.016050404529688,-6.467948106178255,0.0712423801120585,14.280504775840887,0.1468430039201574,6.4,59.9,92.7,23.6,0.7,6.7334,0.1118,0.3621,0.0,0.717352120842248,0.162269275858698,10.2182850302594,2.0,5.6493,0.7438,1.4004,4.2097,21.2080718154032,7.6,2.056606231318901,30.702216277979915,35.09018619694532,,,,,
13,2018-07-11 10:40:00,RI,RI 7-11-18,,-2.639393265088063,0.0331910242136038,-7.199100007120225,0.1589884451261458,13.91604611358428,0.3173657726434249,6.56,58.5,90.4,21.8,5.8,6.4579,0.1607,0.4164,,0.893191876680165,0.209485621704491,9.8456407659678,12.5153986551638,5.4691,0.7853,1.166,3.3193,19.1505173379153,8.69,2.3515668618633216,48.27526288353088,45.20993545189336,,,,,
14,2018-07-18 11:10:00,RI,RI 7-18-18,,-2.520297130166785,0.0195496359188404,-5.774321263858651,0.1044737031401034,14.38805577747563,0.1880819065715687,6.64,60.1,92.6,22.0,8.5,6.6359,0.1298,0.4212,,0.849864040106618,0.190498698558408,7.96366638321599,2.0,5.5859,0.7561,1.2033,3.5409,19.3449886479229,10.4,2.814303263910075,65.8870114210191,57.27870793082496,,,,,
15,2018-08-01 11:37:00,RI,RI 8-1-18,,,,,,,,6.61,62.6,92.7,22.1,4.8,6.7355,0.1133,0.3652,0.0,0.611239960244238,0.136145141819274,17.8205567524054,2.0,5.705,0.7725,1.4339,4.3584,21.7107896998515,8.07,2.1837910903609905,37.53718808085807,38.63206069610309,,,,,
16,2018-08-08 09:50:00,RI,RI 8-8-18,,,,,,,,6.55,63.8,93.7,21.7,4.0,6.5787,0.1102,0.3481,0.0,0.564854425608414,0.140097705664693,7.80527922277666,2.0,5.7738,0.7365,1.4476,4.516,23.2759338609988,6.49,1.7562334791131138,11.155371143628926,20.676937418151216,,,,,
17,2018-08-15 10:29:00,RI,RI 8-15-18,,,,,,,,6.74,64.4,94.8,21.8,4.3,5.5974,0.0866,0.3157,0.0,0.432212818763481,0.115065357339053,2.5,2.0,4.8908,0.5925,1.2559,4.2589,23.998,6.49,1.7562334791131138,11.155371143628926,20.676937418151216,,,,,
18,2018-08-22 11:34:00,RI,RI 8-22-18,,,,,,,,6.58,57.7,91.2,22.1,19.1,6.3586,0.152,0.5016,0.0041,1.82186074983579,0.231030591105022,8.25644486917039,14.4006871749984,5.4753,0.7913,1.1782,3.5471,17.6183344063349,16.0,4.329697329092423,86.36112325117291,78.77064224800009,,,,,
19,2018-08-29 12:50:00,RI,RI 8-29-18,,-1.913849730036449,0.0187786599265903,-2.344066246148801,0.1301191777986397,12.96673159414279,0.2106888742851531,6.08,43.5,90.7,21.8,168.2,6.2206,0.2067,0.6776,0.0,4.26797197615691,0.379160156646167,11.9760849250091,11.7455990261282,4.7542,0.9171,0.8581,2.4252,9.48531833652337,57.4,15.532789168119065,98.07596109797643,96.76315964931923,,,,,
20,2018-09-06 13:02:00,RI,RI 9-6-18,,-2.3766475859627594,0.0231101206948397,-5.097480776455512,0.0940939232430903,13.915699911246564,0.2074479159143333,6.34,58.8,90.2,24.1,3.9,6.4874,0.1822,0.3904,0.0,1.00953413681209,0.246676390686194,5.55160202490323,2.0,5.3963,0.7892,1.2209,3.8179,18.7987143177444,8.56,2.316388071064446,42.91859956927645,40.99776578761647,,,,,
21,2018-09-12 13:14:00,RI,RI 9-12-18,,-2.4492988819832,0.0230719787348484,-5.632017158911385,0.1100755903202959,13.962373896954212,0.2149607813185228,6.38,61.5,93.5,24.5,3.7,6.6109,0.1485,0.447,0.0,0.921735214098606,0.191244495036596,7.26391773279274,2.0,5.6967,0.7355,1.3367,4.2025,19.3084786954776,7.53,2.0376638055041214,28.017039381190333,32.67000959855883,,,,,
22,2018-09-19 11:19:00,RI,RI 9-19-18,,-2.520501986310181,0.0170297380890573,-6.27400103604877,0.1044699557139037,13.890014854432678,0.171682085050555,6.42,62.8,90.5,22.0,2.7,6.4217,0.1358,0.3868,,0.532394557515197,0.177015842026452,8.75660428677075,2.0,5.6385,0.7213,1.512,4.5094,20.5300580280311,7.0,1.894242581477935,18.418960260750975,25.8099019890277,,,,,
23,2018-09-26 10:00:00,RI,RI 9-26-18,,-2.4791011623620056,0.0497534715590691,-5.816636195599068,0.2481398435870851,14.016173103296977,0.4690410319309877,6.48,60.6,91.2,22.4,4.0,6.2536,0.1608,0.477,,0.844215735323124,0.220492701237482,7.90748556511613,2.0,5.4263,0.7258,1.4608,4.2472,20.1303640670977,8.62,2.3326244360485426,45.726200944643075,44.852411150430676,,,,,
24,2018-10-03 12:18:00,RI,RI 10-3-18,,-2.4880999041315666,0.0152328051378989,-5.942081595912149,0.1401313197587715,13.962717637140384,0.186715227106073,6.46,61.9,92.6,22.6,3.9,6.5483,0.1427,0.3649,0.0,0.640063866225975,0.152416673574688,5.99082207003965,2.0,5.5616,0.699,1.3428,4.1843,20.6538634801504,7.53,2.0376638055041214,28.017039381190333,32.67000959855883,,,,,
25,2018-10-10 10:00:00,RI,RI 10-10-18,,-2.406359273409389,0.0148348432032781,-5.894364063186764,0.1171422151364355,13.356510124088349,0.1667541400699998,6.19,56.7,89.2,22.5,8.9,6.408,0.1711,0.4705,0.0,1.23203523489139,0.215713366974562,9.8456407659678,13.0091107819235,5.1866,0.7968,1.3121,3.8424,,12.2,3.3013942134329715,76.27097671038844,66.35723999290487,,,,,
26,2018-10-17 11:30:00,RI,RI 10-17-18,,-2.672028225768097,0.032643314968619,-7.926982266255719,0.1586881893626802,13.449243539889055,0.3073537695230502,6.29,53.9,88.1,22.0,11.0,6.1385,0.2056,0.4404,0.0,1.46290892258836,0.283400896244026,10.936817705869,5.34086661955212,4.9556,0.7471,1.2245,3.5084,15.7055370685199,14.1,3.8155457712626974,82.48908710830749,73.21310184410582,,,,,
27,2018-10-24 12:45:00,RI,RI 10-24-18,,-2.508337702872123,0.0320122977699812,-6.404970203530356,0.089454453753122,13.661731419446632,0.2712924066558825,6.56,58.4,90.1,22.3,5.1,6.3449,0.1569,0.4265,0.0,0.746659487712565,0.214147797703421,14.4477791169508,2.0,5.2806,0.7004,1.2648,3.8621,18.7560931513185,12.2,3.3013942134329715,76.27097671038844,66.35723999290487,,,,,
28,2018-10-31 11:40:00,RI,RI 10-31-18,,-2.524889908532692,0.0433246258841028,-6.273916494756625,0.1030116112276715,13.925202773504912,0.3615810799247652,7.14,51.2,91.1,21.8,2.2,7.156,0.1318,0.3718,0.0,0.44927644760156,0.167302936618799,2.5,4.11456362265288,6.0419,0.6854,1.352,4.3335,20.2406260209632,8.1,2.191909272853039,38.904919621089654,39.49678014268264,,,,,
29,2018-11-07 10:07:00,RI,RI 11-7-18,,-2.618269056248316,0.0396973214541568,-6.97411663832875,0.174682148074161,13.972035811657776,0.3626123697758284,6.85,52.6,86.4,21.3,8.2,6.317,0.1925,0.4521,0.0,0.79164704499335,0.215049213732743,,2.0,5.1092,0.715,1.1646,3.4018,16.7449058193637,12.2,3.3013942134329715,76.27097671038844,66.35723999290487,,,,,
30,2018-11-14 11:02:00,RI,RI 11-14-18,,-3.27210848071226,0.0264094850338743,-12.95411257298949,0.1506471267774781,13.222755272708586,0.2615592845740853,6.68,44.7,86.5,21.4,15.3,5.495,0.2033,0.524,0.0,1.92013624911438,0.271045895316843,5.752909846948,4.36748246785071,4.3238,0.6954,1.0141,2.7717,12.1127731090501,21.6,5.845091394274771,91.83573531037896,87.39317986541889,,,,,
31,2018-11-21 11:21:00,RI,RI 11-21-18,,-2.569967047,0.0506787479999999,-6.476766726,0.1765371389999999,14.08296965,0.4421977310802776,6.69,33.6,87.1,21.5,10.5,6.1449,0.2111,0.3869,,1.37458135018653,0.228417969895094,9.55997879994701,16.068996095552,4.8388,0.6797,1.1315,3.2074,13.329679723088,16.0,4.329697329092423,86.36112325117291,78.77064224800009,,,,,
32,2018-11-29 10:20:00,RI,RI 11-29-18,,-2.576946466977464,0.0519511726291756,-6.610074986046207,0.2619717955030489,14.005496749773505,0.4914872374306811,6.86,58.9,89.0,19.8,3.1,6.501,0.1443,0.3552,0.0,0.398432209508206,0.167022128758245,9.67682253849698,15.4414043089491,5.4958,0.6224,1.3365,4.158,21.1991556512553,9.79,2.649233553238426,60.460316039449644,50.909126933707036,,,,,
33,2018-12-05 09:27:00,RI,RI 12-5-18,,-2.537770630829092,0.0126221351943301,-5.9888698255503945,0.1528841894096939,14.313295221082338,0.183221031464054,6.12,57.6,87.9,20.5,5.7,6.4222,0.1857,0.4295,0.0,0.802361102630508,0.233707882301039,6.53796222239437,13.0121136134384,5.3954,0.6486,1.3042,4.1467,23.7193951166907,11.0,2.976666913751041,70.17923996777472,59.66960452176407,,,,,
34,2018-12-12 10:33:00,RI,RI 12-12-18,,-2.556591809955432,0.0408894372856504,-6.349411089552856,0.195580387991259,14.1033233900906,0.3815630364003374,6.7,59.7,88.9,20.0,2.4,9.6574,0.0871,0.3798,0.0,0.397646683624896,0.159678481006008,17.8903025565821,2.0,,,,,21.2801184774062,8.65,2.3407426185405913,46.948866059722086,44.99906278816119,,,,,
35,2018-12-19 10:00:00,RI,RI 12-19-18,,-2.57225312160108,0.01696912635642,-6.42936734899776,0.0403952544327879,14.148657623810882,0.141635647122817,6.44,58.7,,,,6.4644,0.1361,0.3765,,0.556097641197262,0.138810760090956,2.5,9.91419930691887,5.6654,0.634,1.4718,3.5834,21.5757977729831,7.56,2.0457819879961696,29.520096043978032,34.92985378237312,,,,,
36,2018-12-20 10:00:00,RI,RI 12-20-18,,-2.519332173542894,0.0326722337398568,-5.771479387704179,0.23315452923547,14.383178000638974,0.3502562281906368,6.44,53.9,90.1,20.6,4.5,6.2368,0.162,0.3925,,0.870718299928128,0.200568006301462,2.5,2.0,5.452,0.6435,1.4714,4.3296,17.9945585287647,8.1,2.191909272853039,38.904919621089654,39.49678014268264,,,,,
37,2019-01-03 11:17:00,RI,RI 1-3-19,,-2.44084811844237,0.040348910828267,-4.65384494224288,0.218491743340588,14.87294000529608,0.389785654725473,7.01,54.3,88.2,20.1,6.8,7.0848,0.1714,0.4212,0.0,1.09148155601758,0.206962725465267,2.5,6.18556406695188,5.4154,0.7018,1.3956,4.0249,15.9085161561191,9.79,2.649233553238426,60.460316039449644,50.909126933707036,,,,,
38,2019-01-09 11:48:00,RI,RI 1-9-19,,-2.537514134873577,0.008572437549787,-5.472904264196881,0.0659371772622881,14.827208814791732,0.0951360038061213,7.01,51.6,88.2,20.3,4.2,6.4285,0.1324,0.3569,0.0,0.502373287087802,0.190624742591693,6.41460258929506,2.0,5.5183,0.6557,1.3526,4.1563,18.3301678694743,8.65,2.3407426185405913,46.948866059722086,44.99906278816119,,,,,
39,2019-01-16 10:16:00,RI,RI 1-16-19,,-2.542656754232362,0.0239814239179658,-5.876589112869897,0.1395930451714061,14.464664920988998,0.2372618271461934,6.67,61.8,89.2,19.5,3.0,6.4657,0.1343,0.3542,0.0,0.414646639966027,0.163621220970872,7.26512431122523,2.0,5.6472,0.6463,1.3753,4.2607,23.2282354695294,7.03,1.9023607639699833,19.357021372944452,25.923845562584997,,,,,
40,2019-01-23 10:40:00,RI,RI 1-23-19,,-2.357944404854225,0.0303603568525849,-4.254909249388467,0.1297612780552887,14.60864598944534,0.2756966109776707,6.35,56.1,88.0,19.7,9.4,6.1782,0.1693,0.4543,0.0197,1.07472037775971,0.212527305659909,6.16061666102476,5.44988187788233,5.253,0.5862,1.1805,3.661,19.8288844338638,11.4,3.084909346978351,71.83473485227447,62.29345171975228,,,,,
41,2019-01-30 10:57:00,RI,RI 1-30-19,,-2.4770815967880937,0.0115285311379247,-5.399926052245915,0.0977982501723772,14.416726722058836,0.1344267371822188,6.34,60.2,88.9,19.8,3.0,6.9706,0.1504,0.4205,0.021,0.556591914085067,0.202646269178259,9.68611566095246,2.0,5.8857,0.6006,1.2324,4.1428,22.2833888693808,6.95,1.880712277324521,14.7083138068484,25.23181840482771,,,,,
42,2019-02-06 09:45:00,RI,RI 2-6-19,,-2.5278752448103505,0.0202916258339076,-5.730318462185803,0.11527991887326,14.492683496296998,0.1995556744888508,6.12,61.9,88.7,18.8,2.9,6.7042,0.1459,0.3187,0.0,0.370582591009252,0.186840602186072,10.6976141911003,2.0,6.0391,0.7001,1.4055,4.3388,23.7542506819628,5.94,1.6074001334255619,3.4758020777935164,15.338824094772875,,,,,
43,2019-02-13 10:37:00,RI,RI 2-13-19,,-2.3969634726497664,0.0931963451281721,-5.100513699902439,0.302944856601631,14.075194081295692,0.8047678832044322,6.04,60.3,89.4,19.8,3.0,6.6515,0.1779,0.4193,0.0497,0.611897167729179,0.168821575118181,6.80828026510235,2.0,5.505,0.6709,1.3747,4.9562,21.3753121368269,6.44,1.7427031749597,8.117927682675752,20.15502364415639,,,,,
44,2019-02-20 10:24:00,RI,RI 2-20-19,,-2.3694971988583142,0.0033716853577554,-4.328980503314478,0.0410937195616915,14.626997087552036,0.0491554937430587,5.96,59.8,89.1,19.6,8.3,7.2013,0.1798,0.4548,0.0305,0.805964539663063,0.21382309943956,7.24005600115408,2.0,5.8939,0.7113,1.413,5.0264,21.1190726627894,10.8,2.9225456971373855,67.98876327581577,58.726794571970956,,,,,
45,2019-02-27 10:17:00,RI,RI 2-27-19,,-2.0879139724969624,0.0312494701691439,-1.753817292423121,0.1520089157352891,14.94949448755258,0.2931960608605427,6.87,55.5,88.2,19.7,12.6,6.6577,0.1768,0.5388,0.0179,1.71694177460281,0.240736283323875,10.0465982854903,9.50611344174462,5.0438,0.6013,1.0945,3.3994,16.866396479641,12.7,3.43669725496711,77.4320346685061,68.13876018824749,,,,,
46,2019-03-06 10:09:00,RI,RI 3-6-19,,-2.2718097091159417,0.0183956078211711,-3.827150493251175,0.0432570833073098,14.34732717967636,0.1533905865146775,6.5,60.4,88.0,19.7,3.4,6.4672,0.1547,0.4608,0.0184,1.00623491429914,0.204694133181633,2.5,,5.457,0.5872,1.6181,4.0597,18.4929656076062,9.11,2.465221416751998,50.76061143786892,45.84878055530745,,,,,
47,2019-03-13 10:24:00,RI,RI 3-13-19,,,,,,,,6.57,62.0,88.8,19.4,2.1,6.7292,0.1477,0.3722,0.0,0.838043584420127,0.205033476728003,5.75743076009948,12.8400757627255,5.6265,0.6925,1.3556,4.5969,20.7087433851173,8.01,2.167554725376894,34.12167676778314,35.853604994773,,,,,
48,2019-03-20 11:59:00,RI,RI 3-20-19,,-2.490592452,0.038853103,-5.617610271,0.163688934,14.307129345,0.3512920983009542,6.49,64.1,91.6,20.6,1.9,6.8555,0.1319,0.3413,0.0,0.198728229496296,0.191444348,2.5,6.48300292332503,5.8147,0.6611,1.403,4.7953,24.3591997505648,6.44,1.7427031749597,8.117927682675752,20.15502364415639,,,,,
49,2019-03-27 11:03:00,RI,RI 3-27-19,,-2.344625039,0.026278889,-4.280757645,0.170390157,14.476242667,0.2706102844594809,6.13,61.2,88.6,20.2,8.6,6.5665,0.1401,0.3389,0.0,0.829416387490508,0.196356584221657,8.13810641737848,5.12184641428666,5.5671,0.7108,1.3442,4.3946,22.0410040521665,8.56,2.316388071064446,42.91859956927645,40.99776578761647,,,,,
50,2019-04-04 10:46:00,RI,RI 4-4-19,,-2.2429577630869817,0.0149595797147398,-3.5975264955087574,0.1884986181768758,14.346135609187098,0.2233355192025507,6.48,61.9,90.6,20.3,10.0,6.5077,0.1334,0.3951,0.0,1.09534135026041,0.188192526665551,2.5,12.2388512751163,5.6375,0.7227,1.3791,4.4832,20.6891653205333,12.7,3.43669725496711,77.4320346685061,68.13876018824749,,,,,
51,2019-04-10 11:05:00,RI,RI 4-10-19,,-2.4116939820456507,0.040725761603362,-4.899684861518951,0.1471026796651608,14.393866994846254,0.3574756054443421,7.02,64.5,92.2,20.4,3.3,6.6067,0.1368,0.3324,0.0,0.691236236534153,0.171095172472639,7.36966086553452,9.40355972514766,5.7084,0.684,1.4632,4.7621,22.9403066116179,6.44,1.7427031749597,8.117927682675752,20.15502364415639,,,,,
52,2019-04-17 10:41:00,RI,RI 4-17-19,,-2.28082998648143,0.028390587067927,-3.66430626718269,0.152018654974949,14.58233362466875,0.273304407648928,6.3,63.0,89.8,20.4,3.6,7.0275,0.1402,0.3584,0.0,0.927213255513415,0.161228870289065,2.5,28.3455034278109,5.6163,0.6903,1.4306,4.2638,21.4826930021849,6.95,1.880712277324521,14.7083138068484,25.23181840482771,,,,,
53,2019-04-24 11:39:00,RI,RI 4-24-19,,-2.324995402772277,0.0163671293468563,-3.787086927837224,0.0469186649391021,14.81287629434099,0.1390894251742317,6.33,62.2,89.5,20.3,2.8,6.6375,0.1563,0.3261,0.0,0.633084159782806,0.182893618,5.04072794644556,5.48622011176656,5.6056,0.712,1.4402,4.4837,22.5445285632909,6.95,1.880712277324521,14.7083138068484,25.23181840482771,,,,,
54,2019-05-01 10:58:00,RI,RI 5-1-19,,-2.276539791153976,0.0209158972457367,-3.6374878701670346,0.1359196018341532,14.57483045906477,0.215574865531176,6.29,50.3,87.5,20.5,6.2,8.3369,0.1163,1.3091,0.0,0.826224063808103,0.202299640817078,22.1736940111894,11.74264533699,6.3449,0.8464,1.7452,4.7132,19.5899235318051,9.68,2.619466884100915,57.83779941341562,50.42580238542428,,,,,
55,2019-05-08 11:33:00,RI,RI 5-8-19,,-2.145250828147722,0.0364401087982422,-2.9656011116950864,0.2263784653313126,14.196405513486688,0.3690956887262908,6.01,51.2,87.7,20.4,7.4,6.6647,0.1505,0.4469,0.0,1.148888248535,0.229473593714794,2.5,6.17471324400553,5.2195,0.6616,1.2312,3.9982,17.6406037928175,10.8,2.9225456971373855,67.98876327581577,58.726794571970956,,,,,
56,2019-05-16 11:48:00,RI,RI 5-16-19,,-2.385688332069364,0.0263508010417987,-4.676901355448996,0.1614562640711253,14.408605301105917,0.2656265735735902,6.7,58.3,90.0,21.9,3.1,6.9161,0.154,0.4163,0.0221,0.583379965329785,0.208678886312746,2.5,6.07290933146176,5.9661,0.6219,1.4788,4.0593,21.498141354408,8.64,2.3380365577099083,46.208263783943174,44.910405064214736,,,,,
57,2019-05-22 10:59:00,RI,RI 5-22-19,,-2.125057078002897,0.0319974938900493,-2.534392108104629,0.1716714579092301,14.466064515918546,0.3082155493097005,6.75,50.7,87.8,21.2,7.3,6.3169,0.1591,0.4185,0.0,1.11671243945999,0.195286058522822,5.32458064059419,10.1799811244198,5.0655,0.6817,1.198,3.8216,,12.0,3.2472729968193166,74.82847409076788,65.30753128337638,,,,,
58,2019-05-22 10:59:00,RI,RI 5-22-19,,-2.125057078002897,0.0319974938900493,-2.534392108104629,0.1716714579092301,14.466064515918546,0.3082155493097005,,,,,,,,,,,,,,,,,,17.0807161601882,12.0,3.2472729968193166,74.82847409076788,65.30753128337638,,,,,
59,2019-05-29 10:15:00,RI,RI 5-29-19,,-2.110943152928076,0.0205883227720923,-2.68456660832416,0.1176889106012163,14.202978615100449,0.2024325514605884,5.92,50.2,87.5,20.8,4.9,5.472,0.1334,0.419,0.0162,,,8.616547001097,10.1031052768358,4.6203,0.5424,1.0437,3.0835,16.0806978186747,11.4,3.084909346978351,71.83473485227447,62.29345171975228,,,,,
60,2019-06-05 10:48:00,RI,RI 6-5-19,,-2.3068814180213915,0.0223721973308177,-4.3727370633432106,0.1805684939077312,14.08231428082792,0.2542399548660386,6.71,55.6,89.5,21.5,2.5,6.2606,0.1413,0.381,0.022,0.604064427658513,0.168645881641518,7.12272370010349,10.2725346032782,5.4893,0.5548,1.3037,3.3285,20.9348299348667,9.11,2.465221416751998,50.76061143786892,45.84878055530745,,,,,
61,2019-06-12 10:51:00,RI,RI 6-12-19,,-2.358359345858496,0.0514928532059848,-4.632307823566071,0.2518855694584627,14.23456694330189,0.4828490775637584,7.0,54.5,88.7,21.2,2.9,6.2306,0.1403,0.3938,0.0226,0.566225154249816,0.162587388318363,9.67699433810402,2.0,5.5612,0.592,1.3961,3.8777,21.6126402377535,8.56,2.316388071064446,42.91859956927645,40.99776578761647,,,,,
62,2019-06-19 11:10:00,RI,RI 6-19-19,,-2.329830318408786,0.0394052111075647,-4.5545760425303286,0.1356834082635025,14.084066504739958,0.3432015583787925,6.23,57.2,90.7,22.1,2.4,4.7351,0.0977,0.2943,0.0184,0.569217287417734,0.175730380878536,8.46506836830274,6.78223166174524,4.3102,0.6506,1.1267,4.1062,22.8551580051366,8.01,2.167554725376894,34.12167676778314,35.853604994773,,,,,
63,2019-06-26 11:26:00,RI,RI 6-26-19,,-2.3071007010561573,0.022483237645113,-4.24914016530745,0.1248337021547719,14.207665443141808,0.2189410779047428,7.09,55.0,89.8,22.2,3.5,5.8807,0.1223,0.3986,0.0204,0.790773111537433,0.175668968850347,8.26168796814298,5.16299789081093,5.2039,0.5626,1.405,4.7641,19.8178937345207,8.01,2.167554725376894,34.12167676778314,35.853604994773,,,,,
64,2019-07-03 11:24:00,RI,RI 7-3-19,,-2.456135624585269,0.0226767623216134,-5.252252090536688,0.1147744825997543,14.39683290614546,0.2246795073159084,7.08,59.6,93.6,22.2,2.5,6.25,0.1104,0.3875,0.0193,0.536773632666937,0.154894277607718,8.78120572158272,2.0,5.8184,0.5391,1.5475,4.6584,24.1383362561095,7.48,2.0241335013507076,23.759826868092233,30.497973987024963,,,,,
65,2019-07-11 10:51:00,RI,RI 7-11-19,,-2.361606086,0.02286003,-4.762973111,0.142749346,14.129875577,0.23199689214704,6.74,59.0,91.2,21.8,2.9,6.3657,0.1171,0.3938,0.0206,0.714721240796445,0.156070486352868,9.13177986844043,6.10662491597556,5.817,0.6574,1.5194,4.5184,21.8345947463969,5.94,1.6074001334255619,3.4758020777935164,15.338824094772875,,,,,
